Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,ACS09_5yr_C17002001,ACS09_5yr_C17002002,ACS09_5yr_C17002003,ACS09_5yr_C17002004,ACS09_5yr_C17002005,ACS09_5yr_C17002006,ACS09_5yr_C17002007,ACS09_5yr_C17002008,ACS09_5yr_C17002001s,ACS09_5yr_C17002002s,ACS09_5yr_C17002003s,ACS09_5yr_C17002004s,ACS09_5yr_C17002005s,ACS09_5yr_C17002006s,ACS09_5yr_C17002007s,ACS09_5yr_C17002008s
"06075010100","14000US06075010100","Census Tract 101, San Francisco County, California","Census Tract 101, San Francisco County, California","ca","140","00","ACSSF","0018790",,,,,"06","075",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3685,399,435,276,91,139,57,2288,280.60606060606,216.969696969697,206.666666666666,76.9696969696969,52.7272727272727,60,38.7878787878787,229.696969696969
"06075010200","14000US06075010200","Census Tract 102, San Francisco County, California","Census Tract 102, San Francisco County, California","ca","140","00","ACSSF","0018791",,,,,"06","075",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4354,115,59,30,158,39,39,3914,198.181818181818,59.3939393939394,43.030303030303,29.0909090909091,104.848484848484,23.6363636363636,28.4848484848484,198.787878787878
"06075010300","14000US06075010300","Census Tract 103, San Francisco County, California","Census Tract 103, San Francisco County, California","ca","140","00","ACSSF","0018792",,,,,"06","075",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736,395,200,64,36,105,12,2924,308.484848484848,205.454545454545,107.272727272727,32.1212121212121,28.4848484848484,79.3939393939394,12.1212121212121,280.60606060606
"06075010400","14000US06075010400","Census Tract 104, San Francisco County, California","Census Tract 104, San Francisco County, California","ca","140","00","ACSSF","0018793",,,,,"06","075",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4481,159,149,34,134,99,105,3801,252.727272727272,76.9696969696969,63.6363636363636,23.030303030303,64.2424242424242,55.7575757575757,53.3333333333333,281.212121212121
"06075010500","14000US06075010500","Census Tract 105, San Francisco County, California","Census Tract 105, San Francisco County, California","ca","140","00","ACSSF","0018794",,,,,"06","075",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415,12,73,40,11,58,19,2202,130.90909090909,9.69696969696969,54.5454545454545,20.6060606060606,11.5151515151515,27.8787878787878,18.1818181818181,141.212121212121
"06075010600","14000US06075010600","Census Tract 106, San Francisco County, California","Census Tract 106, San Francisco County, California","ca","140","00","ACSSF","0018795",,,,,"06","075",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,261,326,250,347,469,93,2272,260.60606060606,112.727272727272,124.848484848484,94.5454545454545,122.424242424242,135.757575757575,66.060606060606,257.575757575757
"06075010700","14000US06075010700","Census Tract 107, San Francisco County, California","Census Tract 107, San Francisco County, California","ca","140","00","ACSSF","0018796",,,,,"06","075",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5326,828,629,456,549,821,253,1790,247.878787878787,205.454545454545,107.878787878787,116.363636363636,202.424242424242,244.242424242424,103.636363636363,255.757575757575
"06075010800","14000US06075010800","Census Tract 108, San Francisco County, California","Census Tract 108, San Francisco County, California","ca","140","00","ACSSF","0018797",,,,,"06","075",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789,98,373,193,258,413,0,3454,229.090909090909,41.2121212121212,117.575757575757,64.8484848484848,123.030303030303,195.151515151515,80,290.90909090909
"06075010900","14000US06075010900","Census Tract 109, San Francisco County, California","Census Tract 109, San Francisco County, California","ca","140","00","ACSSF","0018798",,,,,"06","075",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4377,85,165,299,171,129,135,3393,195.151515151515,52.7272727272727,55.1515151515151,136.363636363636,115.151515151515,71.5151515151515,60.6060606060606,214.545454545454
"06075011000","14000US06075011000","Census Tract 110, San Francisco County, California","Census Tract 110, San Francisco County, California","ca","140","00","ACSSF","0018799",,,,,"06","075",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5502,312,492,127,270,316,129,3856,294.545454545454,160.60606060606,196.363636363636,87.2727272727272,77.5757575757575,116.363636363636,76.3636363636363,320
"06075011100","14000US06075011100","Census Tract 111, San Francisco County, California","Census Tract 111, San Francisco County, California","ca","140","00","ACSSF","0018800",,,,,"06","075",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776,348,449,251,392,429,148,2759,242.424242424242,92.7272727272727,116.363636363636,107.272727272727,118.181818181818,176.363636363636,88.4848484848484,229.696969696969
"06075011200","14000US06075011200","Census Tract 112, San Francisco County, California","Census Tract 112, San Francisco County, California","ca","140","00","ACSSF","0018801",,,,,"06","075",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,180,258,76,61,108,32,2955,247.878787878787,64.2424242424242,84.2424242424242,51.5151515151515,38.7878787878787,59.3939393939394,18.1818181818181,283.636363636363
"06075011300","14000US06075011300","Census Tract 113, San Francisco County, California","Census Tract 113, San Francisco County, California","ca","140","00","ACSSF","0018802",,,,,"06","075",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451,387,767,369,282,175,116,1355,238.181818181818,164.848484848484,181.818181818181,91.5151515151515,90.3030303030303,92.1212121212121,75.7575757575757,260
"06075011400","14000US06075011400","Census Tract 114, San Francisco County, California","Census Tract 114, San Francisco County, California","ca","140","00","ACSSF","0018803",,,,,"06","075",,,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,189,978,473,264,346,178,639,223.636363636363,88.4848484848484,220.60606060606,184.242424242424,99.3939393939394,103.636363636363,109.696969696969,161.818181818181
"06075011500","14000US06075011500","Census Tract 115, San Francisco County, California","Census Tract 115, San Francisco County, California","ca","140","00","ACSSF","0018804",,,,,"06","075",,,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773,6,155,198,146,61,7,200,58.7878787878788,6.06060606060606,41.8181818181818,49.0909090909091,38.7878787878787,36.3636363636363,8.48484848484848,64.8484848484848
"06075011700","14000US06075011700","Census Tract 117, San Francisco County, California","Census Tract 117, San Francisco County, California","ca","140","00","ACSSF","0018805",,,,,"06","075",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,106,331,211,111,38,18,716,95.7575757575757,31.5151515151515,98.1818181818182,60,63.030303030303,15.7575757575757,13.9393939393939,92.1212121212121
"06075011800","14000US06075011800","Census Tract 118, San Francisco County, California","Census Tract 118, San Francisco County, California","ca","140","00","ACSSF","0018806",,,,,"06","075",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563,177,322,155,91,269,63,486,113.333333333333,97.5757575757576,107.878787878787,53.9393939393939,55.1515151515151,199.393939393939,58.1818181818182,116.363636363636
"06075011900","14000US06075011900","Census Tract 119, San Francisco County, California","Census Tract 119, San Francisco County, California","ca","140","00","ACSSF","0018807",,,,,"06","075",,,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692,382,127,293,218,244,196,3232,267.272727272727,121.818181818181,53.9393939393939,121.818181818181,62.4242424242424,147.878787878787,81.2121212121212,220.60606060606
"06075012000","14000US06075012000","Census Tract 120, San Francisco County, California","Census Tract 120, San Francisco County, California","ca","140","00","ACSSF","0018808",,,,,"06","075",,,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,550,344,274,95,167,180,1795,212.121212121212,146.666666666666,120,89.6969696969697,48.4848484848484,70.3030303030303,80.6060606060606,201.818181818181
"06075012100","14000US06075012100","Census Tract 121, San Francisco County, California","Census Tract 121, San Francisco County, California","ca","140","00","ACSSF","0018809",,,,,"06","075",,,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,353,157,88,247,234,207,1293,153.939393939393,76.3636363636363,61.2121212121212,53.9393939393939,92.1212121212121,89.6969696969697,91.5151515151515,167.272727272727
"06075012200","14000US06075012200","Census Tract 122, San Francisco County, California","Census Tract 122, San Francisco County, California","ca","140","00","ACSSF","0018810",,,,,"06","075",,,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6434,850,804,490,252,864,271,2903,333.939393939393,227.878787878787,156.969696969696,138.787878787878,95.1515151515151,243.030303030303,113.939393939393,267.272727272727
"06075012300","14000US06075012300","Census Tract 123, San Francisco County, California","Census Tract 123, San Francisco County, California","ca","140","00","ACSSF","0018811",,,,,"06","075",,,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4581,612,514,474,218,455,410,1898,418.181818181818,110.90909090909,104.242424242424,134.545454545454,70.3030303030303,131.515151515151,277.575757575757,226.666666666666
"06075012400","14000US06075012400","Census Tract 124, San Francisco County, California","Census Tract 124, San Francisco County, California","ca","140","00","ACSSF","0018812",,,,,"06","075",,,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707,831,806,919,753,594,126,2678,403.636363636363,256.969696969697,180,160.60606060606,223.636363636363,249.696969696969,60,335.757575757575
"06075012500","14000US06075012500","Census Tract 125, San Francisco County, California","Census Tract 125, San Francisco County, California","ca","140","00","ACSSF","0018813",,,,,"06","075",,,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179,925,1511,1221,206,748,55,1513,410.30303030303,196.969696969697,260.60606060606,180.60606060606,91.5151515151515,223.030303030303,56.3636363636363,260.60606060606
"06075012600","14000US06075012600","Census Tract 126, San Francisco County, California","Census Tract 126, San Francisco County, California","ca","140","00","ACSSF","0018814",,,,,"06","075",,,,"012600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4804,226,140,54,41,59,38,4246,340.60606060606,74.5454545454545,66.060606060606,25.4545454545454,39.3939393939394,36.3636363636363,24.2424242424242,301.818181818181
"06075012700","14000US06075012700","Census Tract 127, San Francisco County, California","Census Tract 127, San Francisco County, California","ca","140","00","ACSSF","0018815",,,,,"06","075",,,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3410,83,68,105,22,135,35,2962,201.818181818181,39.3939393939394,46.060606060606,80.6060606060606,21.8181818181818,80.6060606060606,35.7575757575757,247.272727272727
"06075012800","14000US06075012800","Census Tract 128, San Francisco County, California","Census Tract 128, San Francisco County, California","ca","140","00","ACSSF","0018816",,,,,"06","075",,,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214,90,144,44,13,68,0,3855,356.363636363636,52.1212121212121,53.3333333333333,26.060606060606,13.3333333333333,39.3939393939394,80,351.515151515151
"06075012900","14000US06075012900","Census Tract 129, San Francisco County, California","Census Tract 129, San Francisco County, California","ca","140","00","ACSSF","0018817",,,,,"06","075",,,,"012900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790,132,152,101,73,41,40,5251,233.333333333333,61.2121212121212,63.6363636363636,62.4242424242424,36.9696969696969,22.4242424242424,26.060606060606,247.878787878787
"06075013000","14000US06075013000","Census Tract 130, San Francisco County, California","Census Tract 130, San Francisco County, California","ca","140","00","ACSSF","0018818",,,,,"06","075",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861,125,103,0,123,39,41,3430,209.696969696969,47.2727272727272,73.9393939393939,80,58.1818181818182,20.6060606060606,28.4848484848484,248.484848484848
"06075013100","14000US06075013100","Census Tract 131, San Francisco County, California","Census Tract 131, San Francisco County, California","ca","140","00","ACSSF","0018819",,,,,"06","075",,,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7005,276,373,6,11,158,22,6159,364.242424242424,118.181818181818,212.727272727272,6.66666666666666,10.9090909090909,70.9090909090909,15.1515151515151,277.575757575757
"06075013200","14000US06075013200","Census Tract 132, San Francisco County, California","Census Tract 132, San Francisco County, California","ca","140","00","ACSSF","0018820",,,,,"06","075",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053,38,64,51,166,126,0,4608,318.787878787878,21.2121212121212,44.2424242424242,27.2727272727272,92.7272727272727,60,80,336.969696969697
"06075013300","14000US06075013300","Census Tract 133, San Francisco County, California","Census Tract 133, San Francisco County, California","ca","140","00","ACSSF","0018821",,,,,"06","075",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3766,10,23,59,48,144,0,3482,235.151515151515,12.7272727272727,20,25.4545454545454,37.5757575757575,76.3636363636363,80,226.060606060606
"06075013400","14000US06075013400","Census Tract 134, San Francisco County, California","Census Tract 134, San Francisco County, California","ca","140","00","ACSSF","0018822",,,,,"06","075",,,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541,81,185,133,64,34,29,3015,326.060606060606,34.5454545454545,132.121212121212,83.030303030303,45.4545454545454,33.3333333333333,20.6060606060606,271.515151515151
"06075013500","14000US06075013500","Census Tract 135, San Francisco County, California","Census Tract 135, San Francisco County, California","ca","140","00","ACSSF","0018823",,,,,"06","075",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2893,160,110,57,10,23,12,2521,176.363636363636,52.7272727272727,36.3636363636363,21.2121212121212,9.09090909090909,21.8181818181818,11.5151515151515,195.151515151515
"06075015100","14000US06075015100","Census Tract 151, San Francisco County, California","Census Tract 151, San Francisco County, California","ca","140","00","ACSSF","0018824",,,,,"06","075",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,60,38,56,79,52,65,1595,110.90909090909,30.3030303030303,20,30.9090909090909,61.8181818181818,24.8484848484848,30.3030303030303,98.1818181818182
"06075015200","14000US06075015200","Census Tract 152, San Francisco County, California","Census Tract 152, San Francisco County, California","ca","140","00","ACSSF","0018825",,,,,"06","075",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,117,207,91,125,118,0,3351,238.181818181818,41.2121212121212,72.1212121212121,42.4242424242424,70.3030303030303,76.9696969696969,80,254.545454545454
"06075015300","14000US06075015300","Census Tract 153, San Francisco County, California","Census Tract 153, San Francisco County, California","ca","140","00","ACSSF","0018826",,,,,"06","075",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,64,83,88,32,236,33,1411,166.060606060606,29.6969696969697,44.8484848484848,75.7575757575757,23.6363636363636,93.3333333333333,19.3939393939393,132.121212121212
"06075015400","14000US06075015400","Census Tract 154, San Francisco County, California","Census Tract 154, San Francisco County, California","ca","140","00","ACSSF","0018827",,,,,"06","075",,,,"015400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922,213,39,154,84,340,206,4886,346.060606060606,83.6363636363636,20.6060606060606,66.6666666666666,53.3333333333333,140.60606060606,121.818181818181,264.848484848484
"06075015500","14000US06075015500","Census Tract 155, San Francisco County, California","Census Tract 155, San Francisco County, California","ca","140","00","ACSSF","0018828",,,,,"06","075",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3662,252,307,415,78,217,26,2367,372.727272727272,96.9696969696969,91.5151515151515,130.90909090909,36.3636363636363,92.1212121212121,20,270.30303030303
"06075015600","14000US06075015600","Census Tract 156, San Francisco County, California","Census Tract 156, San Francisco County, California","ca","140","00","ACSSF","0018829",,,,,"06","075",,,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909,312,72,48,34,108,10,2325,218.181818181818,165.454545454545,28.4848484848484,24.8484848484848,17.5757575757575,41.2121212121212,9.69696969696969,145.454545454545
"06075015700","14000US06075015700","Census Tract 157, San Francisco County, California","Census Tract 157, San Francisco County, California","ca","140","00","ACSSF","0018830",,,,,"06","075",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5729,470,279,206,238,302,43,4191,444.242424242424,156.969696969696,92.1212121212121,87.8787878787879,92.1212121212121,147.878787878787,26.060606060606,361.818181818181
"06075015800","14000US06075015800","Census Tract 158, San Francisco County, California","Census Tract 158, San Francisco County, California","ca","140","00","ACSSF","0018831",,,,,"06","075",,,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599,645,480,251,424,87,30,4682,478.787878787878,175.151515151515,141.212121212121,80,179.393939393939,50.9090909090909,30.3030303030303,454.545454545454
"06075015900","14000US06075015900","Census Tract 159, San Francisco County, California","Census Tract 159, San Francisco County, California","ca","140","00","ACSSF","0018832",,,,,"06","075",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068,417,152,51,495,393,76,2484,254.545454545454,110.90909090909,59.3939393939394,39.3939393939394,231.515151515151,142.424242424242,38.1818181818181,252.727272727272
"06075016000","14000US06075016000","Census Tract 160, San Francisco County, California","Census Tract 160, San Francisco County, California","ca","140","00","ACSSF","0018833",,,,,"06","075",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255,132,32,72,37,232,13,1737,126.666666666666,55.1515151515151,18.1818181818181,35.1515151515151,33.9393939393939,93.3333333333333,12.1212121212121,134.545454545454
"06075016100","14000US06075016100","Census Tract 161, San Francisco County, California","Census Tract 161, San Francisco County, California","ca","140","00","ACSSF","0018834",,,,,"06","075",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5033,377,609,869,569,209,71,2329,320,172.121212121212,114.545454545454,178.787878787878,237.575757575757,80,33.3333333333333,292.121212121212
"06075016200","14000US06075016200","Census Tract 162, San Francisco County, California","Census Tract 162, San Francisco County, California","ca","140","00","ACSSF","0018835",,,,,"06","075",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,188,117,79,123,61,158,1705,201.818181818181,70.3030303030303,37.5757575757575,32.1212121212121,50.9090909090909,33.3333333333333,80,158.181818181818
"06075016300","14000US06075016300","Census Tract 163, San Francisco County, California","Census Tract 163, San Francisco County, California","ca","140","00","ACSSF","0018836",,,,,"06","075",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4473,469,482,162,160,317,117,2766,298.787878787878,124.848484848484,138.181818181818,64.2424242424242,49.0909090909091,109.090909090909,62.4242424242424,242.424242424242
"06075016400","14000US06075016400","Census Tract 164, San Francisco County, California","Census Tract 164, San Francisco County, California","ca","140","00","ACSSF","0018837",,,,,"06","075",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481,133,54,90,83,57,73,2991,231.515151515151,49.6969696969697,27.8787878787878,38.7878787878787,36.3636363636363,26.6666666666666,40,236.363636363636
"06075016500","14000US06075016500","Census Tract 165, San Francisco County, California","Census Tract 165, San Francisco County, California","ca","140","00","ACSSF","0018838",,,,,"06","075",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443,283,162,130,66,169,29,3604,215.151515151515,115.151515151515,63.030303030303,52.7272727272727,33.9393939393939,67.8787878787878,29.6969696969697,201.818181818181
"06075016600","14000US06075016600","Census Tract 166, San Francisco County, California","Census Tract 166, San Francisco County, California","ca","140","00","ACSSF","0018839",,,,,"06","075",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4987,398,302,152,218,103,67,3747,348.484848484848,138.181818181818,83.030303030303,70.9090909090909,89.0909090909091,55.1515151515151,30.9090909090909,266.060606060606
"06075016700","14000US06075016700","Census Tract 167, San Francisco County, California","Census Tract 167, San Francisco County, California","ca","140","00","ACSSF","0018840",,,,,"06","075",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4718,296,232,61,143,132,98,3756,270.30303030303,83.030303030303,124.242424242424,27.8787878787878,101.818181818181,60.6060606060606,61.8181818181818,284.848484848484
"06075016800","14000US06075016800","Census Tract 168, San Francisco County, California","Census Tract 168, San Francisco County, California","ca","140","00","ACSSF","0018841",,,,,"06","075",,,,"016800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6264,286,524,156,233,277,19,4769,469.696969696969,86.6666666666666,207.878787878787,67.8787878787878,101.212121212121,116.969696969697,18.1818181818181,423.636363636363
"06075016900","14000US06075016900","Census Tract 169, San Francisco County, California","Census Tract 169, San Francisco County, California","ca","140","00","ACSSF","0018842",,,,,"06","075",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3619,132,134,177,129,86,25,2936,164.242424242424,39.3939393939394,41.2121212121212,63.030303030303,50.9090909090909,36.3636363636363,23.030303030303,180.60606060606
"06075017000","14000US06075017000","Census Tract 170, San Francisco County, California","Census Tract 170, San Francisco County, California","ca","140","00","ACSSF","0018843",,,,,"06","075",,,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3625,70,181,21,25,123,0,3205,247.272727272727,33.9393939393939,103.636363636363,14.5454545454545,18.1818181818181,49.0909090909091,80,242.424242424242
"06075017100","14000US06075017100","Census Tract 171, San Francisco County, California","Census Tract 171, San Francisco County, California","ca","140","00","ACSSF","0018844",,,,,"06","075",,,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650,459,237,61,41,112,80,6660,366.666666666666,116.363636363636,94.5454545454545,27.8787878787878,26.6666666666666,59.3939393939394,35.7575757575757,338.787878787878
"06075017601","14000US06075017601","Census Tract 176.01, San Francisco County, California","Census Tract 176.01, San Francisco County, California","ca","140","00","ACSSF","0018845",,,,,"06","075",,,,"017601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5905,761,826,744,587,702,82,2203,445.454545454545,176.363636363636,179.393939393939,216.363636363636,223.636363636363,196.363636363636,54.5454545454545,246.666666666666
"06075017602","14000US06075017602","Census Tract 176.02, San Francisco County, California","Census Tract 176.02, San Francisco County, California","ca","140","00","ACSSF","0018846",,,,,"06","075",,,,"017602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054,11,6,0,0,5,53,979,143.636363636363,10.9090909090909,5.45454545454545,80,80,4.84848484848484,52.1212121212121,133.333333333333
